"query_id_rodada","query_orcamento","query_posicao","nome","posicao","custo","id_oponente","media_normalizada","potencial_por_cartoleta","pontuacao_obtida","pontuacao_obtida_por_cartoleta","diferenca","rank"
"3";"12.0";"tec";"Abel Braga";"tec";"10.61";"285";"2,64";"0,25";"";"";"";"0.3333333333333333"
"3";"12.0";"tec";"Fabián Bustos";"tec";"10.17";"327";"2,59";"0,25";"2.11";"0,21";"-0,48";"0.16666666666666666"
"3";"12.0";"tec";"Maurício Barbieri";"tec";"10.6";"276";"2,58";"0,24";"6.4";"0,60";"3,82";"1.0"
"3";"12.0";"tec";"Antonio Mohamed";"tec";"11.8";"294";"2,33";"0,20";"4.5";"0,38";"2,17";"0.6666666666666666"
"4";"4.0";"gol";"Tadeu";"gol";"4.2";"282";"1,32";"0,32";"12.5";"2,98";"11,18";"0.75"
"4";"4.0";"gol";"João Ricardo";"gol";"3.24";"280";"1,20";"0,37";"13.2";"4,07";"12,00";"1.0"
"4";"4.0";"gol";"Bento";"gol";"5.06";"327";"1,01";"0,20";"7.0";"1,38";"5,99";"0.625"
"4";"4.0";"gol";"Hugo Souza";"gol";"3.43";"275";"0,93";"0,27";"4.0";"1,17";"3,07";"0.5"
"4";"4.0";"gol";"César";"gol";"2.57";"263";"0,70";"0,27";"1.0";"0,39";"0,30";"0.125"
"4";"4.0";"gol";"Max Walef";"gol";"2.95";"264";"0,30";"0,10";"1.0";"0,34";"0,70";"0.25"
"4";"4.0";"gol";"Gatito Fernández";"gol";"5.03";"286";"0,30";"0,06";"13.0";"2,58";"12,70";"0.875"
"4";"4.0";"gol";"Ronaldo";"gol";"3.69";"1371";"0,18";"0,05";"1.0";"0,27";"0,82";"0.375"
"4";"8.0";"gol";"Fábio";"gol";"9.97";"294";"2,66";"0,27";"3.0";"0,30";"0,34";"0.5"
"4";"8.0";"gol";"Alex Muralha";"gol";"6.25";"266";"1,17";"0,19";"2.0";"0,32";"0,83";"0.3333333333333333"
"4";"8.0";"gol";"Douglas Friedrich";"gol";"7.67";"285";"0,85";"0,11";"4.0";"0,52";"3,15";"0.6666666666666666"
"4";"8.0";"gol";"Jandrei";"gol";"6.84";"277";"0,62";"0,09";"1.0";"0,15";"0,38";"0.16666666666666666"
"4";"8.0";"gol";"Jailson";"gol";"6.64";"293";"0,24";"0,04";"5.0";"0,75";"4,76";"1.0"
"4";"8.0";"gol";"Daniel";"gol";"7.78";"314";"0,20";"0,03";"4.0";"0,51";"3,80";"0.8333333333333334"
"4";"12.0";"gol";"Cleiton";"gol";"11.43";"354";"2,60";"0,23";"-1.0";"-0,09";"-3,60";"0.25"
"4";"12.0";"gol";"Everson";"gol";"11.19";"290";"2,50";"0,22";"5.0";"0,45";"2,50";"0.75"
"4";"12.0";"gol";"Weverton";"gol";"11.39";"262";"2,24";"0,20";"0.0";"0,00";"-2,24";"0.5"
"4";"12.0";"gol";"Cássio";"gol";"11.69";"356";"1,99";"0,17";"9.2";"0,79";"7,21";"1.0"
"4";"4.0";"zag";"Rafael Forster";"zag";"4.57";"263";"2,87";"0,63";"4.5";"0,98";"1,63";"0.8823529411764706"
"4";"4.0";"zag";"Bruno Méndez";"zag";"4.59";"314";"2,35";"0,51";"-0.3";"-0,07";"-2,65";"0.17647058823529413"
"4";"4.0";"zag";"Luccas Claro";"zag";"5.77";"294";"2,33";"0,40";"0.0";"0,00";"-2,33";"0.4117647058823529"
"4";"4.0";"zag";"Messias";"zag";"3.42";"280";"2,17";"0,64";"0.0";"0,00";"-2,17";"0.47058823529411764"
"4";"4.0";"zag";"Henrique";"zag";"5.2";"266";"2,00";"0,38";"0.7";"0,13";"-1,30";"0.5882352941176471"
"4";"4.0";"zag";"Gabriel Lacerda";"zag";"3.35";"280";"1,80";"0,54";"3.1";"0,93";"1,30";"0.7058823529411765"
"4";"4.0";"zag";"Arthur Chaves";"zag";"5.16";"285";"1,59";"0,31";"0.3";"0,06";"-1,29";"0.5294117647058824"
"4";"4.0";"zag";"Arboleda";"zag";"5.68";"277";"1,17";"0,21";"3.2";"0,56";"2,03";"0.7647058823529411"
"4";"4.0";"zag";"Reynaldo";"zag";"3.11";"282";"1,07";"0,35";"5.8";"1,86";"4,73";"0.9411764705882353"
"4";"4.0";"zag";"Ramon Menezes";"zag";"3.55";"1371";"1,07";"0,30";"1.2";"0,34";"0,13";"0.6470588235294118"
"4";"4.0";"zag";"Joaquim";"zag";"3.0";"373";"0,96";"0,32";"0.0";"0,00";"-0,96";"0.29411764705882354"
"4";"4.0";"zag";"Alan Empereur";"zag";"5.94";"373";"0,88";"0,15";"3.7";"0,62";"2,82";"0.8235294117647058"
"4";"4.0";"zag";"Éder";"zag";"2.82";"293";"0,85";"0,30";"-2.2";"-0,78";"-3,05";"0.058823529411764705"
"4";"4.0";"zag";"Matheus Felipe";"zag";"3.36";"327";"0,61";"0,18";"6.0";"1,79";"5,39";"1.0"
"4";"4.0";"zag";"Wanderson";"zag";"2.85";"1371";"0,53";"0,19";"-0.2";"-0,07";"-0,73";"0.23529411764705882"
"4";"4.0";"zag";"Ceballos";"zag";"3.17";"264";"0,39";"0,12";"-1.2";"-0,38";"-1,59";"0.11764705882352941"
"4";"4.0";"zag";"Renan";"zag";"4.33";"354";"-0,02";"-0,00";"0.0";"0,00";"0,02";"0.35294117647058826"
"4";"8.0";"zag";"Godín";"zag";"6.05";"290";"2,32";"0,38";"0.0";"0,00";"-2,32";"0.21428571428571427"
"4";"8.0";"zag";"Gil";"zag";"6.78";"356";"1,91";"0,28";"10.8";"1,59";"8,89";"1.0"
"4";"8.0";"zag";"Luciano Castán";"zag";"6.06";"266";"1,73";"0,29";"0.2";"0,03";"-1,53";"0.2857142857142857"
"4";"8.0";"zag";"João Victor";"zag";"6.09";"356";"1,27";"0,21";"6.1";"1,00";"4,83";"0.7857142857142857"
"4";"8.0";"zag";"Marcelo Benevenuto";"zag";"6.25";"264";"1,07";"0,17";"1.9";"0,30";"0,83";"0.5"
"4";"8.0";"zag";"Iago Maidana";"zag";"8.5";"293";"0,96";"0,11";"8.5";"1,00";"7,54";"0.9285714285714286"
"4";"8.0";"zag";"Murilo";"zag";"7.45";"262";"0,83";"0,11";"1.0";"0,13";"0,17";"0.42857142857142855"
"4";"8.0";"zag";"Marllon";"zag";"6.89";"373";"0,72";"0,11";"5.8";"0,84";"5,08";"0.7142857142857143"
"4";"8.0";"zag";"Mercado";"zag";"8.31";"314";"0,63";"0,08";"0.0";"0,00";"-0,63";"0.14285714285714285"
"4";"8.0";"zag";"Sidnei";"zag";"6.25";"282";"0,52";"0,08";"0.0";"0,00";"-0,52";"0.07142857142857142"
